gene index	a_n	m	resub	bresub
[7,372,388]	[-0.0290  0.0226  0.0249]	-25.7230	0.0000	0.0207
[7,372,390]	[-0.0214  0.0125  0.0061]	-11.6752	0.0435	0.0449
[7,372,392]	[-0.0219  0.0123  -0.0016]	-10.9360	0.0435	0.0408
[7,372,393]	[-0.0226  0.0133  0.0252]	-13.5557	0.0000	0.0475
[7,372,394]	[-0.0216  0.0122  -0.0117]	-10.6481	0.0435	0.0459
[7,372,396]	[-0.0218  0.0122  0.0042]	-10.9922	0.0435	0.0404
[7,372,401]	[-0.0217  0.0130  0.0069]	-12.3900	0.0000	0.0392
[7,372,402]	[-0.0217  0.0122  -0.0015]	-10.8861	0.0435	0.0402
[7,372,403]	[-0.0215  0.0121  0.0178]	-11.8923	0.0000	0.0459
[7,372,411]	[-0.0219  0.0124  -0.0058]	-10.9214	0.0435	0.0412
[7,372,414]	[-0.0219  0.0123  -0.0048]	-10.9254	0.0435	0.0395
[7,372,415]	[-0.0216  0.0123  0.0048]	-11.3044	0.0435	0.0445
[7,372,416]	[-0.0216  0.0123  0.0072]	-11.2035	0.0435	0.0428
[7,372,417]	[-0.0219  0.0122  0.0011]	-10.9818	0.0435	0.0401
[7,372,419]	[-0.0220  0.0122  0.0155]	-11.3047	0.0000	0.0438
[7,372,420]	[-0.0222  0.0125  -0.0157]	-11.0316	0.0435	0.0474
[7,372,423]	[-0.0217  0.0133  0.0084]	-13.7710	0.0435	0.0476
[7,372,424]	[-0.0220  0.0124  -0.0119]	-10.9582	0.0435	0.0428
[7,372,425]	[-0.0218  0.0127  -0.0122]	-10.9365	0.0000	0.0438
[7,372,426]	[-0.0212  0.0124  0.0161]	-11.6952	0.0000	0.0448
[7,372,427]	[-0.0217  0.0121  0.0050]	-11.3657	0.0435	0.0461
[7,372,433]	[-0.0218  0.0122  0.0013]	-10.9689	0.0435	0.0397
[7,372,437]	[-0.0210  0.0134  -0.0218]	-10.8444	0.0000	0.0478
[7,372,439]	[-0.0221  0.0124  0.0079]	-11.4320	0.0000	0.0418
[7,372,441]	[-0.0212  0.0123  -0.0117]	-10.5738	0.0435	0.0440
[7,372,445]	[-0.0212  0.0115  0.0073]	-11.3362	0.0000	0.0375
[7,372,446]	[-0.0191  0.0135  -0.0289]	-10.4579	0.0000	0.0459
[7,372,447]	[-0.0209  0.0126  0.0115]	-12.2096	0.0435	0.0456
[7,372,451]	[-0.0213  0.0124  -0.0047]	-10.7234	0.0435	0.0421
[7,372,455]	[-0.0186  0.0127  -0.0176]	-10.6167	0.0435	0.0483
[7,372,456]	[-0.0296  0.0215  0.0193]	-23.6559	0.0000	0.0156
[7,372,460]	[-0.0218  0.0121  0.0063]	-10.9814	0.0435	0.0400
[7,372,463]	[-0.0221  0.0123  0.0051]	-11.2193	0.0435	0.0444
[8,95,372]	[0.0105  0.0130  0.0096]	-14.5838	0.0000	0.0481
[8,322,372]	[0.0133  0.0104  0.0100]	-14.0193	0.0000	0.0490
[8,356,372]	[0.0125  -0.0319  0.0133]	-9.9619	0.0000	0.0468
[8,372,388]	[-0.0051  0.0130  0.0193]	-17.8259	0.0000	0.0296
[8,372,456]	[0.0144  0.0114  0.0137]	-16.2029	0.0000	0.0311
[9,322,372]	[0.0080  0.0110  0.0109]	-15.8349	0.0000	0.0495
[9,372,388]	[0.0052  0.0131  0.0185]	-18.9486	0.0000	0.0390
[9,372,456]	[0.0081  0.0122  0.0141]	-17.9182	0.0000	0.0380
[10,95,372]	[-0.0069  0.0130  0.0098]	-14.1454	0.0000	0.0432
[10,372,456]	[0.0004  0.0115  0.0137]	-15.6019	0.0000	0.0206
[11,95,372]	[-0.0128  0.0140  0.0114]	-14.6865	0.0000	0.0478
[11,165,372]	[-0.0029  -0.0107  0.0131]	-7.7756	0.0000	0.0461
[11,322,372]	[-0.0119  0.0110  0.0116]	-13.8345	0.0000	0.0497
[11,372,388]	[-0.0086  0.0137  0.0187]	-17.7657	0.0000	0.0354
[11,372,456]	[-0.0072  0.0122  0.0135]	-15.4872	0.0000	0.0289
[12,372,388]	[0.0459  0.0212  0.0279]	-35.4649	0.0000	0.0458
[12,372,456]	[0.0421  0.0186  0.0201]	-31.0334	0.0000	0.0452
[14,337,372]	[0.0097  -0.0198  0.0118]	-9.6283	0.0435	0.0490
