"","ACKG.292","ACKG.339","ACKG.348","ACKG.354","ACKG.382","ACKG.396","ACKG.397","ACKG.415","ACKG.416","ACKG.419","ACKG.420","ACKG.426","ACKG.433","ACKG.435","ACKG.440","HACKG.182","HACKG.185","HACKG.251","HACKG.271","HACKG.282","HACKG.306","HACKG.307","HACKG.320","HACKG.321","HACKG.328","HACKG.331","HACKG.342","HACKG.344","HACKG.353","HACKG.356","HACKG.358","HACKG.364","HACKG.367","HACKG.389","HACKG.395","HACKG.396","HACKG.417","HACKG.419"
"ENSMUSG00000032870",5,8,2,0,6,2,2,8,0,7,0,7,1,2,5,13,1,6,2,3,4,4,0,0,2,13,5,5,3,0,2,0,8,0,2,0,0,1
"ENSMUSG00000032872",5,0,0,0,5,5,4,2,0,3,4,4,1,0,0,5,1,5,3,3,4,4,0,0,2,0,0,0,0,0,0,0,3,0,0,0,4,2
"ENSMUSG00000032883",207,73,109,141,141,68,191,149,19,163,110,104,134,36,116,73,90,139,108,46,118,264,65,73,12,115,125,143,107,49,96,31,124,58,46,44,69,165
"ENSMUSG00000032899",10,0,2,7,8,5,7,8,0,11,18,7,13,7,8,4,9,7,22,9,0,16,2,10,7,8,4,20,9,6,4,6,9,17,9,7,10,9
"ENSMUSG00000032902",8,12,11,20,15,16,7,12,6,14,25,15,13,7,4,6,5,9,4,6,8,23,9,4,0,5,11,12,13,3,15,0,17,5,11,4,6,13
"ENSMUSG00000032905",20,0,13,5,27,2,19,18,3,20,7,4,4,0,2,11,16,19,4,0,8,13,7,6,5,0,2,6,4,6,4,6,21,12,17,0,10,1
"ENSMUSG00000032908",15,12,4,27,3,7,2,5,0,9,0,2,10,5,12,4,1,2,7,6,0,6,3,0,0,3,4,2,4,0,17,8,1,5,0,9,6,0
"ENSMUSG00000032932",10,47,2,12,4,2,5,1,6,4,14,4,4,2,4,5,2,5,1,0,10,9,2,2,7,2,0,2,4,3,2,0,5,10,2,7,10,0
"ENSMUSG00000032985",3,14,4,22,0,14,5,3,10,4,7,13,5,23,0,0,11,2,7,6,16,1,9,13,0,6,5,7,9,11,15,6,5,10,20,9,6,4
"ENSMUSG00000032998",0,4,0,3,3,5,16,8,3,9,7,0,0,7,6,5,3,2,11,0,2,5,0,12,7,3,11,8,9,6,9,8,8,2,2,2,2,0
"ENSMUSG00000033004",54,26,36,17,40,23,33,30,0,34,21,15,13,20,18,37,25,23,26,6,36,31,28,31,22,25,11,33,10,49,4,28,22,7,35,33,22,42
"ENSMUSG00000033014",4,2,6,3,4,9,6,2,6,4,7,2,4,2,2,3,5,5,1,6,10,7,5,6,10,5,7,7,3,6,4,3,6,0,2,7,4,2
"ENSMUSG00000033039",1,0,4,0,6,2,0,1,3,0,0,0,10,0,4,2,5,6,4,9,0,3,5,4,5,3,2,0,0,3,6,3,3,0,2,0,0,6
"ENSMUSG00000033060",137,158,73,245,286,165,179,247,99,195,174,167,252,153,236,132,201,160,309,187,142,280,169,156,39,247,179,137,266,146,189,50,231,41,157,52,276,80
"ENSMUSG00000033075",5,2,11,3,1,5,4,0,6,1,11,7,4,9,4,2,8,3,1,0,0,6,5,6,17,3,2,0,3,0,4,0,1,5,2,7,2,2
"ENSMUSG00000033082",30,0,86,0,1,16,14,1,6,0,5,0,9,2,16,2,3,3,3,9,24,0,10,25,20,3,9,2,29,9,8,14,3,5,96,172,81,15
"ENSMUSG00000033106",3,2,0,5,10,0,6,6,0,6,11,11,10,0,4,9,7,4,9,17,4,7,7,2,7,10,4,0,4,6,4,3,8,0,0,0,0,5
"ENSMUSG00000033111",6,6,6,8,5,5,4,2,6,3,7,2,3,0,5,3,7,2,3,3,2,1,0,6,5,8,5,8,4,9,6,0,3,2,7,2,0,7
"ENSMUSG00000033124",55,14,21,18,0,2,13,19,0,10,118,25,14,14,21,2,5,5,2,12,10,23,12,21,0,0,7,24,6,9,6,6,0,14,22,11,16,6
"ENSMUSG00000033147",0,6,0,2,2,5,0,3,6,1,0,2,3,5,4,9,3,4,1,9,0,0,0,10,7,2,2,0,1,9,2,0,1,2,2,0,12,0
"ENSMUSG00000033149",0,6,4,5,6,0,3,4,0,3,0,2,6,0,2,3,3,3,2,0,4,2,2,2,2,2,5,0,0,9,13,6,4,0,0,0,2,0
"ENSMUSG00000033159",3,8,4,0,6,5,7,5,0,6,4,2,6,0,2,3,0,4,8,9,2,6,7,4,7,6,4,4,0,0,0,0,8,0,2,4,2,4
"ENSMUSG00000033161",45,12,15,5,58,16,40,33,6,23,28,15,5,0,21,18,17,34,15,3,18,33,14,12,22,8,16,50,6,17,13,31,26,2,28,37,12,33
"ENSMUSG00000033184",14,18,9,3,30,2,17,15,10,20,0,4,4,7,11,14,20,18,11,14,16,13,2,12,10,21,9,18,6,3,0,11,13,17,22,11,12,21
"ENSMUSG00000033213",156,59,47,12,228,36,68,87,6,97,32,36,19,2,71,45,93,84,74,12,68,100,24,42,15,45,30,133,19,23,21,17,40,0,20,20,30,78
"ENSMUSG00000033228",8,2,11,13,14,11,10,10,0,10,23,22,18,14,11,10,8,9,17,20,4,15,14,12,7,11,27,10,14,6,23,0,20,2,0,2,24,14
"ENSMUSG00000033237",6,6,2,8,2,7,3,2,0,6,5,13,6,5,4,2,5,6,2,0,2,4,10,0,10,5,0,6,4,0,6,0,3,2,2,7,18,5
"ENSMUSG00000033295",6,0,6,5,4,0,7,5,0,14,4,5,0,0,10,1,3,3,4,0,2,8,2,2,5,2,0,2,9,0,0,0,3,0,9,4,2,13
"ENSMUSG00000033306",14,14,56,22,16,41,13,23,22,9,20,20,45,47,29,18,13,18,28,14,24,19,42,33,22,18,18,17,32,31,38,14,16,29,20,39,32,15
"ENSMUSG00000033308",0,6,6,10,3,9,6,3,22,1,9,7,9,7,5,1,9,2,0,9,2,0,10,12,0,10,11,5,12,11,6,3,0,2,7,7,2,6
"ENSMUSG00000033319",0,0,4,3,1,0,3,1,6,1,2,0,1,0,0,10,4,3,3,3,8,3,3,4,7,2,2,1,7,6,4,6,2,0,2,0,2,2
"ENSMUSG00000033335",6,6,2,13,13,5,8,12,6,6,0,9,10,0,6,11,5,9,10,3,2,7,5,2,0,6,9,6,6,0,2,3,12,0,11,4,6,4
"ENSMUSG00000033352",9,6,8,29,14,5,6,26,3,14,25,13,14,2,10,46,7,15,22,12,14,13,3,4,0,13,7,7,17,9,2,0,21,12,17,7,14,18
"ENSMUSG00000033364",6,0,8,3,4,9,4,7,10,6,7,9,4,0,1,4,5,6,9,6,4,7,7,0,2,6,18,5,3,9,8,8,4,5,2,0,0,2
"ENSMUSG00000033379",10,2,4,0,9,0,19,11,0,6,2,7,8,9,1,10,10,7,0,9,4,5,2,2,7,10,14,10,0,0,4,0,6,0,9,0,0,15
"ENSMUSG00000033382",5,4,0,7,4,25,9,9,0,4,12,7,8,9,5,3,8,6,10,6,28,5,9,2,2,3,11,5,19,9,2,6,3,2,11,2,4,7
"ENSMUSG00000033386",6,4,0,0,6,11,6,5,6,6,5,4,8,0,7,5,5,7,19,3,4,6,9,4,7,3,14,12,0,57,19,11,22,5,4,11,10,9
"ENSMUSG00000033392",4,4,8,7,1,14,3,8,13,3,21,9,0,0,4,4,14,2,4,14,4,2,9,12,10,5,2,4,4,6,9,3,5,2,9,4,4,1
"ENSMUSG00000033396",3,2,13,7,0,5,9,3,13,3,12,4,18,0,0,0,2,6,2,3,6,5,16,8,0,6,9,5,16,6,8,3,0,2,28,4,18,2
"ENSMUSG00000033411",5,6,6,2,2,14,4,1,13,3,2,4,3,0,2,4,8,3,11,6,4,2,12,0,20,0,2,6,4,3,11,6,6,0,0,0,4,1
"ENSMUSG00000033416",3,10,2,3,5,0,3,4,0,0,0,9,0,5,6,0,1,4,0,3,2,1,2,6,0,8,9,4,0,0,2,0,3,5,2,0,6,0
"ENSMUSG00000033444",16,20,19,45,40,39,24,24,16,27,20,35,53,11,31,15,29,24,54,23,8,30,31,23,32,49,25,8,16,29,45,8,46,14,7,61,34,39
"ENSMUSG00000033446",0,2,2,5,1,11,6,2,3,1,4,4,3,2,6,2,5,3,2,0,6,2,3,0,2,2,0,5,6,3,0,3,10,0,7,0,2,0
"ENSMUSG00000033454",3,0,9,10,0,0,10,6,6,4,0,4,4,7,7,4,3,4,1,9,2,6,7,25,10,10,5,0,6,6,2,0,4,5,9,0,14,6
"ENSMUSG00000033487",24,12,24,15,20,7,13,37,19,27,32,22,36,38,39,32,23,40,34,9,22,44,33,23,5,30,16,19,22,11,23,11,39,17,7,24,14,25
"ENSMUSG00000033499",46,45,13,7,62,27,37,43,13,57,20,31,38,18,42,42,25,52,30,17,34,43,26,13,27,16,28,26,19,17,17,28,40,10,22,33,40,62
"ENSMUSG00000033502",5,22,2,10,2,0,3,2,3,1,7,2,9,7,1,5,3,7,5,0,12,9,3,2,7,5,0,7,3,6,6,6,7,5,9,4,2,14
"ENSMUSG00000033526",8,2,24,12,10,25,16,7,3,11,14,13,12,14,21,4,4,8,25,0,8,14,17,6,5,8,2,17,6,0,11,0,13,10,0,13,30,18
"ENSMUSG00000033538",29,26,17,29,12,2,42,56,3,32,12,27,47,27,16,51,43,46,27,32,22,20,12,23,15,40,18,25,27,3,9,0,26,43,4,7,24,27
"ENSMUSG00000033542",30,36,6,35,53,5,36,37,3,23,9,51,44,27,22,38,28,32,50,23,30,73,12,23,7,33,35,51,27,3,30,6,44,10,0,7,16,26
"ENSMUSG00000033543",0,2,4,8,3,2,7,5,0,6,7,0,4,0,5,1,4,3,7,0,4,0,3,0,2,8,7,14,6,0,0,0,5,5,0,0,8,2
"ENSMUSG00000033557",3,4,0,0,3,0,2,2,3,6,0,2,3,0,4,2,4,2,4,0,0,4,3,0,7,6,7,0,3,9,2,3,3,5,0,0,6,5
"ENSMUSG00000033565",9,0,2,2,3,5,1,0,10,3,9,0,4,0,4,2,3,3,1,3,2,2,3,0,0,5,0,4,12,3,17,0,1,0,0,0,2,2
"ENSMUSG00000033569",0,2,6,2,0,9,2,2,10,3,9,9,18,5,7,1,2,2,3,14,2,2,2,0,12,2,7,0,7,9,9,20,4,0,4,0,2,4
"ENSMUSG00000033577",24,26,21,62,48,11,48,49,13,20,55,47,67,61,33,32,50,27,51,37,38,47,44,37,27,24,32,46,33,9,25,3,54,34,26,15,20,27
"ENSMUSG00000033579",0,14,2,0,6,2,2,3,0,0,5,9,8,0,2,7,7,8,2,0,0,5,0,4,5,14,2,0,3,6,4,0,7,5,0,0,4,1
"ENSMUSG00000033581",1,4,9,7,5,20,6,5,0,16,4,2,6,2,2,6,16,7,3,6,0,4,5,6,10,14,0,4,1,9,0,3,6,5,7,0,8,2
"ENSMUSG00000033590",48,45,43,40,41,18,56,35,13,30,45,33,22,25,57,9,8,20,48,9,26,47,19,35,22,14,48,43,51,9,15,20,24,48,15,30,18,71
"ENSMUSG00000033618",0,0,9,10,3,0,12,4,10,4,12,4,1,7,12,1,5,1,3,0,0,4,3,0,2,0,2,14,13,6,2,0,5,7,9,4,6,2
"ENSMUSG00000033623",3,8,4,2,7,0,3,1,0,1,7,11,5,5,8,2,7,8,15,0,6,2,5,0,0,2,5,0,4,3,4,11,2,0,9,7,8,5
"ENSMUSG00000033624",4,6,13,15,14,16,7,14,10,9,12,9,6,7,21,7,10,5,13,12,8,13,9,12,12,16,16,14,27,9,38,6,6,36,0,4,20,5
"ENSMUSG00000033671",13,8,13,22,17,7,23,25,19,10,7,22,17,16,6,23,14,18,13,29,10,15,14,12,2,11,19,17,14,9,85,3,26,24,24,2,18,17
"ENSMUSG00000033684",0,0,0,0,5,0,1,1,3,3,9,5,3,5,10,5,1,1,3,3,4,2,0,6,17,5,2,7,0,0,0,0,1,0,4,0,0,2
"ENSMUSG00000033712",5,0,0,2,5,0,7,4,0,0,4,0,5,0,6,2,5,1,2,9,4,2,5,2,5,0,2,1,0,0,0,0,4,0,0,0,0,0
"ENSMUSG00000033713",20,1023,128,79,162,7731,1326,344,1938,4298,1205,1453,3057,1254,2168,152,13,105,314,23,667,21,1013,1114,853,2032,4267,306,5008,591,3513,450,1477,1114,662,607,318,24
"ENSMUSG00000033730",1,6,2,2,1,2,4,2,3,4,2,7,5,5,1,13,5,9,0,6,6,2,5,2,2,2,4,1,3,9,4,6,6,0,2,4,2,0
"ENSMUSG00000033732",5,4,9,2,0,0,2,1,19,6,5,9,4,7,5,2,5,1,7,6,0,2,16,13,0,5,7,6,3,6,13,17,6,14,9,9,4,6
"ENSMUSG00000033760",3,10,6,7,13,5,4,5,10,1,0,0,9,5,7,1,3,4,4,0,4,3,0,10,12,5,0,2,1,6,0,3,5,2,4,4,4,13
"ENSMUSG00000033769",1,12,8,5,3,7,2,2,6,0,4,7,1,25,5,4,3,4,5,9,0,6,7,0,12,0,7,12,4,14,13,0,4,2,2,7,6,0
"ENSMUSG00000033792",0,2,0,3,3,66,6,5,54,1,2,47,4,0,1,10,36,4,7,3,190,1,16,2,5,0,2,5,7,9,4,3,93,0,107,7,22,1
"ENSMUSG00000033793",10,6,4,2,5,7,4,3,0,0,2,7,1,0,1,7,5,6,4,20,4,5,2,6,12,8,2,2,7,3,4,6,3,10,0,4,2,0
"ENSMUSG00000033808",55,28,23,2,53,14,47,20,0,7,16,16,9,11,25,22,27,19,24,6,58,22,23,10,5,14,5,27,14,9,4,20,22,24,9,24,10,50
"ENSMUSG00000033849",1,4,4,3,1,7,2,3,6,1,4,7,6,5,6,2,5,2,2,6,2,0,5,4,17,6,9,1,10,9,13,3,0,2,4,2,8,5
"ENSMUSG00000033863",9,8,8,17,8,0,10,12,0,3,18,7,3,11,23,8,3,10,11,0,8,20,2,4,10,0,0,12,20,0,2,6,4,5,0,26,8,17
"ENSMUSG00000033871",11,6,4,10,4,0,9,2,6,1,21,11,4,9,2,2,3,4,10,0,0,5,2,0,5,2,5,14,9,0,0,0,3,12,4,15,2,19
"ENSMUSG00000033885",4,6,6,22,13,7,17,7,6,10,7,9,4,0,7,15,1,12,16,3,2,7,0,12,0,6,4,7,7,0,2,6,11,0,9,15,4,2
"ENSMUSG00000033909",0,0,4,5,3,2,0,3,6,3,2,4,23,7,6,3,0,2,11,3,4,6,26,4,7,3,9,0,9,9,4,3,2,0,7,0,16,11
"ENSMUSG00000033916",3,14,0,5,15,0,2,9,13,10,0,4,6,0,8,13,4,9,4,0,0,17,0,2,0,11,11,5,0,6,0,0,11,2,0,4,0,4
"ENSMUSG00000033943",19,8,13,3,9,5,9,10,6,6,20,20,15,5,11,22,8,9,15,6,0,11,12,17,5,6,12,14,9,11,21,3,9,7,4,9,2,4
"ENSMUSG00000033953",11,14,24,8,3,7,6,5,42,9,5,2,4,47,5,4,2,6,19,14,14,10,49,15,0,6,7,1,0,29,6,31,9,5,9,24,30,22
"ENSMUSG00000033981",0,2,6,3,0,7,5,4,13,6,5,4,10,5,1,2,13,2,2,0,10,1,3,0,27,3,5,1,6,3,11,3,1,2,7,2,6,1
"ENSMUSG00000033985",3,0,4,0,5,0,2,5,3,3,0,0,6,0,0,2,5,6,3,0,4,3,0,0,5,0,0,4,0,6,0,0,1,0,2,0,8,5
"ENSMUSG00000033991",3,2,0,7,0,11,4,2,16,3,12,4,6,5,2,2,8,3,0,14,14,1,3,0,10,10,2,2,7,17,8,14,3,7,4,2,8,5
"ENSMUSG00000034006",13,2,0,0,11,0,9,12,6,3,0,0,1,2,13,6,3,3,0,0,12,7,0,0,2,3,0,7,9,0,0,0,1,0,2,0,6,4
"ENSMUSG00000034007",0,2,9,3,3,5,3,8,0,0,5,2,10,0,0,7,7,2,2,6,0,5,3,2,12,2,2,4,3,3,9,3,11,0,0,0,6,0
"ENSMUSG00000034021",0,8,2,2,1,7,2,2,16,3,2,0,4,0,0,3,3,5,5,12,0,1,7,4,2,2,5,0,3,0,2,0,9,10,2,4,4,2
"ENSMUSG00000034024",4,0,0,0,4,5,0,1,0,0,2,0,1,5,5,7,3,3,2,0,0,0,0,2,2,6,2,0,7,0,4,3,3,0,0,0,0,0
"ENSMUSG00000034042",153,111,85,72,270,48,177,107,35,73,43,40,50,47,80,107,138,82,129,17,184,118,56,65,10,67,49,149,84,34,23,78,79,29,87,83,58,143
"ENSMUSG00000034083",4,4,8,12,12,5,5,9,0,1,4,4,13,14,2,16,11,9,13,6,0,9,2,4,7,3,4,10,7,6,2,0,3,0,2,0,6,1
"ENSMUSG00000034088",8,8,8,10,19,5,5,9,6,6,9,15,13,5,4,21,5,13,17,12,4,24,9,15,15,6,11,4,7,9,9,3,16,2,13,9,4,4
"ENSMUSG00000034101",8,12,13,8,15,2,11,15,6,3,11,4,14,11,4,2,5,11,13,0,4,7,9,12,15,8,7,11,4,9,9,6,12,7,0,0,10,5
"ENSMUSG00000034109",5,4,2,7,6,2,4,11,13,0,9,9,26,2,6,17,8,8,8,3,8,12,28,15,17,10,5,0,6,11,8,3,8,5,4,7,16,7
"ENSMUSG00000034115",19,6,4,5,1,7,0,0,13,3,5,4,1,25,1,1,3,1,4,14,0,3,0,4,34,6,2,0,12,3,6,0,0,2,0,0,16,4
"ENSMUSG00000034127",26,51,24,17,69,29,42,46,29,14,37,24,13,27,37,24,51,45,25,20,46,38,23,13,2,53,27,20,29,14,30,28,42,10,42,9,20,39
"ENSMUSG00000034152",1,4,4,8,5,0,2,4,0,3,0,4,1,2,0,4,3,1,2,0,0,1,0,0,10,0,2,4,0,3,6,0,8,0,11,0,0,2
"ENSMUSG00000034154",4,0,0,3,4,0,5,4,0,1,2,2,4,2,1,3,5,1,0,0,0,2,2,0,0,5,0,11,0,0,4,6,6,2,2,0,0,5
"ENSMUSG00000034157",8,4,4,0,2,2,5,0,0,0,14,7,4,0,10,1,3,2,3,0,8,0,0,0,0,0,0,2,1,3,6,6,2,5,0,7,0,21
"ENSMUSG00000034158",38,8,9,15,46,5,24,19,6,23,5,5,12,2,6,26,29,22,16,0,20,14,7,0,2,22,21,8,12,9,8,25,13,10,15,22,4,17
"ENSMUSG00000034160",9,2,0,13,4,5,9,6,0,3,4,9,6,5,7,15,4,3,4,12,0,9,9,2,2,6,5,20,12,6,2,0,3,2,4,9,6,8
"ENSMUSG00000034163",5,0,17,18,15,16,11,14,10,16,11,5,12,9,15,8,10,11,10,12,6,12,5,15,0,11,9,12,6,6,11,11,17,5,0,4,20,6
"ENSMUSG00000034168",16,4,17,5,7,7,11,11,3,4,9,5,9,0,21,7,5,6,0,0,2,14,7,6,5,2,11,6,12,0,8,8,5,10,0,11,4,15
"ENSMUSG00000034187",4,8,0,3,13,7,5,16,19,4,14,9,14,2,5,16,12,16,12,6,6,11,3,6,10,5,12,5,0,0,4,0,6,5,17,0,12,11
"ENSMUSG00000034203",0,8,2,2,2,29,2,1,0,7,0,2,28,0,1,1,1,1,0,3,2,1,5,2,7,8,12,0,7,0,4,0,4,0,7,0,0,0
"ENSMUSG00000034205",0,0,0,0,0,2131,0,0,0,0,0,0,0,65,0,0,0,147,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ENSMUSG00000034210",0,6,0,7,8,7,6,4,6,3,5,0,13,2,8,6,5,9,7,3,0,7,2,4,5,3,4,10,1,3,6,11,4,0,7,0,20,4
"ENSMUSG00000034243",45,30,36,104,91,45,76,98,29,85,61,91,137,54,76,68,84,80,89,55,30,112,66,100,5,57,55,89,82,20,117,34,126,65,37,57,58,75
"ENSMUSG00000034248",3,2,0,0,2,0,2,0,0,3,0,0,4,5,5,8,1,6,1,0,4,1,16,21,2,2,5,0,0,3,8,6,87,2,9,4,6,4
"ENSMUSG00000034252",13,14,6,7,20,2,6,20,10,10,18,5,19,11,7,23,16,14,8,9,4,17,17,15,17,24,18,17,14,20,11,8,13,10,7,13,8,20
"ENSMUSG00000034254",19,34,9,2,70,14,36,27,0,34,5,22,19,18,19,20,29,28,15,23,36,29,12,4,7,22,11,63,6,9,6,25,14,0,9,13,8,54
"ENSMUSG00000034269",16,22,13,40,18,39,31,28,13,9,27,33,31,16,18,20,31,16,29,37,22,23,35,15,25,40,34,30,33,14,13,36,42,19,9,46,34,31
"ENSMUSG00000034275",8,0,2,7,2,0,1,2,10,4,7,4,0,0,1,7,1,2,0,9,2,2,2,6,20,3,4,1,1,3,6,0,4,5,7,0,10,4
"ENSMUSG00000034290",4,8,9,5,1,18,1,1,13,9,0,4,26,0,2,1,3,1,2,14,0,1,16,37,27,40,21,0,1,40,11,11,3,10,4,7,12,6
"ENSMUSG00000034297",15,18,21,23,14,29,18,18,35,21,11,25,38,16,27,34,20,21,28,46,6,23,23,21,29,27,48,21,17,71,36,0,45,24,26,24,24,7
"ENSMUSG00000034303",3,4,6,0,2,7,9,1,3,3,0,0,4,2,0,1,2,0,5,0,2,1,7,6,0,0,0,13,0,0,0,3,3,2,4,2,4,11
"ENSMUSG00000034308",8,4,0,0,7,0,10,2,6,6,2,0,1,0,12,5,3,5,2,0,0,4,0,8,0,5,0,1,6,3,4,0,8,5,0,11,0,11
"ENSMUSG00000034312",5,2,0,0,5,0,0,17,0,0,0,4,6,7,8,26,7,8,2,9,4,3,14,8,7,5,0,0,3,0,0,0,13,5,2,0,4,2
"ENSMUSG00000034320",38,20,17,44,30,11,40,39,13,37,75,25,38,23,35,19,3,28,33,12,26,43,17,27,15,16,30,27,20,11,21,14,18,31,9,44,10,40
"ENSMUSG00000034342",19,10,8,7,10,50,14,17,6,21,9,15,56,18,17,20,6,12,5,0,4,11,7,12,10,21,11,8,22,9,6,20,12,17,0,7,8,20
"ENSMUSG00000034345",8,0,0,0,6,7,0,1,0,0,0,0,4,2,4,4,3,9,0,0,4,1,0,0,2,2,11,0,6,6,2,3,6,0,2,0,2,0
"ENSMUSG00000034349",31,43,13,84,7,23,20,17,42,19,27,15,18,23,13,29,55,28,9,40,26,8,5,37,7,14,12,13,12,31,23,39,15,26,11,13,12,6
"ENSMUSG00000034354",5,0,0,3,6,0,5,4,3,4,0,0,9,2,0,4,7,6,5,3,16,2,0,17,7,2,0,0,0,3,4,0,23,0,0,4,6,2
"ENSMUSG00000034377",5,4,6,3,7,11,4,18,0,6,0,5,6,0,5,5,4,10,20,9,4,2,12,2,22,13,9,8,1,3,8,0,9,14,4,13,8,8
"ENSMUSG00000034382",4,0,0,2,4,0,0,1,0,0,0,0,4,0,0,6,4,8,11,6,4,8,3,0,10,3,5,7,3,11,0,0,8,2,0,0,0,0
"ENSMUSG00000034390",8,0,0,10,2,7,2,2,0,0,9,5,1,9,4,8,0,3,0,6,4,3,3,0,0,0,0,0,1,0,2,0,3,0,4,0,0,8
"ENSMUSG00000034401",3,6,2,0,7,9,3,6,0,3,4,2,1,2,2,1,3,4,7,6,4,5,2,8,5,3,4,0,1,3,0,0,3,2,4,0,8,6
"ENSMUSG00000034413",14,4,6,5,11,9,9,10,3,1,0,4,6,0,1,2,4,2,3,6,6,6,9,6,2,13,5,5,4,0,8,0,3,7,2,0,4,11
"ENSMUSG00000034422",20,14,11,18,13,27,21,39,13,21,32,22,22,7,12,26,18,23,54,6,24,15,30,8,0,67,21,8,22,26,6,25,38,5,26,4,34,15
"ENSMUSG00000034427",5,4,8,8,25,7,9,9,0,11,0,13,1,11,7,5,12,11,4,0,4,12,3,4,0,8,11,7,1,6,4,0,9,7,4,4,0,12
"ENSMUSG00000034430",1,2,4,0,0,32,2,2,3,4,5,13,5,0,1,1,0,0,1,0,0,0,124,13,47,3,0,34,3,148,9,6,1,0,11,4,0,0
"ENSMUSG00000034459",4,8,0,8,5,14,2,21,19,6,2,9,9,0,11,13,17,11,23,0,10,7,24,6,0,35,4,4,23,11,4,6,16,0,7,2,28,2
"ENSMUSG00000034460",3,2,11,2,0,14,2,2,3,1,0,4,3,5,2,1,4,2,1,6,4,1,3,8,7,0,2,2,12,11,9,8,0,10,4,7,10,0
"ENSMUSG00000034473",9,0,8,5,0,5,4,0,0,3,4,0,0,2,4,2,2,2,2,0,2,1,21,0,7,3,4,1,4,23,13,0,2,0,2,9,0,2
"ENSMUSG00000034480",0,6,2,8,2,11,3,4,16,6,2,2,1,2,2,8,5,4,5,3,8,2,5,4,0,2,4,0,1,6,13,0,10,12,4,2,6,0
"ENSMUSG00000034485",6,14,2,3,12,11,6,6,3,6,0,11,3,20,4,8,3,7,8,0,0,7,9,0,15,2,2,14,17,11,2,14,6,0,0,2,6,8
"ENSMUSG00000034488",3,8,9,2,0,14,3,0,35,6,4,2,13,11,1,5,7,2,1,6,0,2,3,10,17,2,11,0,10,14,6,0,1,2,4,2,8,1
"ENSMUSG00000034544",4,22,4,5,7,14,6,14,3,4,5,15,14,16,1,9,11,9,10,9,12,11,5,6,20,6,2,18,9,0,2,22,12,7,4,7,12,17
"ENSMUSG00000034557",8,0,4,8,4,2,5,5,0,4,0,11,5,7,5,6,2,4,2,12,2,4,2,4,7,11,0,12,6,9,2,3,0,0,0,7,0,0
"ENSMUSG00000034560",3,12,0,2,2,0,2,2,3,3,5,4,6,2,5,13,1,3,0,6,0,5,0,2,5,2,0,6,3,0,4,0,4,5,2,4,2,9
"ENSMUSG00000034566",11,0,6,12,4,0,2,4,0,4,0,0,0,0,6,2,3,1,0,6,4,4,5,0,0,0,0,10,1,0,0,6,1,0,0,4,0,6
"ENSMUSG00000034574",63,71,86,80,138,77,66,81,29,79,69,44,87,20,68,53,81,68,111,84,58,96,40,65,20,76,44,56,75,37,59,34,100,19,44,11,93,35
"ENSMUSG00000034591",1,6,0,0,5,5,6,5,0,10,0,2,4,0,4,3,2,5,0,0,2,8,2,0,2,0,11,1,1,0,11,6,1,5,7,0,0,0
"ENSMUSG00000034593",3,0,2,2,3,0,1,1,3,9,0,0,8,2,7,5,3,4,2,0,0,2,5,8,5,2,2,0,9,3,6,0,0,0,2,2,6,1
"ENSMUSG00000034602",15,6,6,18,11,14,15,13,0,17,9,4,22,7,23,6,8,13,11,9,4,17,33,17,7,22,7,13,6,17,8,8,13,14,4,9,4,7
"ENSMUSG00000034607",3,6,2,10,8,0,11,9,10,9,2,11,6,11,7,2,11,11,3,0,4,9,5,6,5,5,0,2,6,3,0,6,6,5,0,0,6,8
"ENSMUSG00000034610",10,28,53,29,58,9,48,38,29,27,41,20,42,59,33,56,43,37,32,14,34,31,30,29,25,29,12,45,38,9,8,31,45,19,37,33,36,35
"ENSMUSG00000034613",5,0,4,3,1,0,5,1,6,1,5,5,6,2,4,2,1,2,2,6,0,1,2,0,5,6,7,19,3,0,2,6,3,5,0,0,2,1
"ENSMUSG00000034620",0,0,4,12,2,5,2,3,3,1,2,5,1,9,5,3,1,4,1,3,0,2,3,2,2,0,0,0,1,3,4,0,4,7,7,7,2,2
"ENSMUSG00000034621",108,107,451,230,71,236,120,105,220,85,219,216,115,182,164,61,149,67,157,167,194,72,199,212,152,115,131,83,148,357,189,157,86,103,210,250,224,87
"ENSMUSG00000034636",10,4,8,13,2,0,2,7,0,3,0,7,6,7,2,3,7,6,2,14,0,3,2,2,5,0,4,2,1,3,21,0,5,0,7,4,0,12
"ENSMUSG00000034640",39,24,0,22,37,9,13,89,10,27,5,22,32,20,17,226,36,95,35,9,14,51,31,6,10,121,28,8,9,3,9,0,40,7,4,0,60,17
"ENSMUSG00000034641",8,0,0,2,20,5,6,81,0,9,0,4,35,5,21,300,25,80,8,3,18,7,24,8,0,21,5,0,13,0,6,0,35,0,0,4,32,0
"ENSMUSG00000034647",63,57,126,101,44,48,76,101,32,49,98,87,85,50,79,72,43,65,86,63,64,70,92,62,42,53,80,146,65,111,106,28,66,96,50,89,64,62
"ENSMUSG00000034653",6,2,0,5,5,9,6,9,6,10,9,2,9,0,1,3,7,7,7,14,2,6,12,13,20,2,9,19,1,6,9,14,12,10,2,9,12,12
"ENSMUSG00000034663",1,8,0,2,3,5,2,8,19,3,7,2,14,0,11,14,10,4,12,29,0,4,14,15,10,8,4,2,0,0,6,34,25,0,0,4,2,0
